tuId	tuName	operonName	tuGenes	pmName	tuEvidence	addEvidence	confidenceLevel	pmids
RDBECOLITUC02101	ymdB	ymdAB-clsC	ymdB;	ymdBp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02102	ymdAB	ymdAB-clsC	ymdB;ymdA;	ymdAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02103	mlaFEDCB	mlaFEDCB	mlaB;mlaC;mlaD;mlaE;mlaF;	mlaFp1	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC02104	mlaFEDCB	mlaFEDCB	mlaB;mlaC;mlaD;mlaE;mlaF;	mlaFp3	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC02105	yihW	yihV-csqR	csqR;	csqRp	[EXP-IDA:W]		WEAK	
RDBECOLITUC02106	argH	argCBH	argH;		[ND:W]		WEAK	
RDBECOLITUC02107	yihUTS	yihUTS	yihS;yihT;yihU;	yihUp2	[COMP-AINF:W]		WEAK	
RDBECOLITUC02108	yihUTS	yihUTS	yihS;yihT;yihU;	yihUp3	[COMP-AINF:W]		WEAK	
RDBECOLITUC02109	yihUTS	yihUTS	yihS;yihT;yihU;	yihUp4	[COMP-AINF:W]		WEAK	
RDBECOLITUC02110	yihUTS	yihUTS	yihS;yihT;yihU;	yihUp5	[COMP-AINF:W]		WEAK	
RDBECOLITUC02111	aroD	ydiNB-aroD	aroD;	aroDp				
RDBECOLITUC02112	csgA	csgBAC	csgA;	csgAp	[EXP-IEP:W]		WEAK	
RDBECOLITUC02113	dmsC	dmsABC	dmsC;	dmsCp	[EXP-IEP:W]		WEAK	
RDBECOLITUC02114	fucO	fucAO	fucO;	fucOp	[EXP-IEP:W]		WEAK	
RDBECOLITUC02115	fucU	fucPIKUR	fucU;	fucUp	[EXP-IEP:W]		WEAK	
RDBECOLITUC02116	garR	garPLRK-rnpB	garR;	garRp	[EXP-IEP:W]		WEAK	
RDBECOLITUC02117	glpQ	glpTQ	glpQ;	glpQp	[EXP-IEP:W]		WEAK	
RDBECOLITUC02118	imp	surA-pdxA-rsmA-apaGH	lptD;	impp1				
RDBECOLITUC02119	imp	surA-pdxA-rsmA-apaGH	lptD;	impp2				
RDBECOLITUC02120	imp-surA-pdxA	surA-pdxA-rsmA-apaGH	pdxA;surA;lptD;	impp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02121	iclR	iclR	iclR;	iclRp				
RDBECOLITUC02122	secMA-mutT	secMA-mutT	mutT;secA;secM;		[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02123	yaiS	yaiS	yaiS;		[COMP-AINF:W]		WEAK	
RDBECOLITUC02124	kch	kch	kch;		[COMP-AINF:W]		WEAK	
RDBECOLITUC02125	puuP	puuAP	ymjE;puuP;	puuPp	[COMP-AINF:W]		WEAK	
RDBECOLITUC02126	glrK	glrK	glrK;	glrKp	[COMP-AINF:W]		WEAK	
RDBECOLITUC02127	btuD	btuCED	btuD;	btuDp	[EXP-IEP:W]		WEAK	
RDBECOLITUC02128	malY	malXY	malY;	malYp	[EXP-IEP:W]		WEAK	
RDBECOLITUC02129	psiF	phoA-psiF	psiF;	psiFp	[EXP-IEP:W]		WEAK	
RDBECOLITUC02130	allB	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	allB;	allBp1	[EXP-IEP:W]		WEAK	
RDBECOLITUC02131	allB	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	allB;	allBp2	[EXP-IEP:W]		WEAK	
RDBECOLITUC02132	allB	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	allB;	allBp3	[EXP-IEP:W]		WEAK	
RDBECOLITUC02133	frlR	frlABCDR	frlR;	frlRp1	[EXP-IEP:W]		WEAK	
RDBECOLITUC02134	frlR	frlABCDR	frlR;	frlRp2	[EXP-IEP:W]		WEAK	
RDBECOLITUC02135	gnsA	ymcE-gnsA	gnsA;	gnsAp1	[EXP-IEP:W]		WEAK	
RDBECOLITUC02136	gnsA	ymcE-gnsA	gnsA;	gnsAp2	[EXP-IEP:W]		WEAK	
RDBECOLITUC02137	mngB	mngAB	mngB;	mngBp1	[EXP-IEP:W]		WEAK	
RDBECOLITUC02138	mngB	mngAB	mngB;	mngBp2	[EXP-IEP:W]		WEAK	
RDBECOLITUC02139	paaJ	paaABCDEFGHIJK	paaJ;	paaJp1	[EXP-IEP:W]		WEAK	
RDBECOLITUC02140	paaJ	paaABCDEFGHIJK	paaJ;	paaJp2	[EXP-IEP:W]		WEAK	
RDBECOLITUC02141	paaJ	paaABCDEFGHIJK	paaJ;	paaJp3	[EXP-IEP:W]		WEAK	
RDBECOLITUC02142	nanY	nanXY	nanY;	nanYp1	[EXP-IEP:W]		WEAK	
RDBECOLITUC02143	nanY	nanXY	nanY;	nanYp2	[EXP-IEP:W]		WEAK	
RDBECOLITUC02144	xapB	xapAB	xapB;	xapBp1	[EXP-IEP:W]		WEAK	
RDBECOLITUC02145	xapB	xapAB	xapB;	xapBp2	[EXP-IEP:W]		WEAK	
RDBECOLITUC02146	xapB	xapAB	xapB;	xapBp3	[EXP-IEP:W]		WEAK	
RDBECOLITUC02147	btuE	btuCED	btuE;	btuEp1	[EXP-IEP:W]		WEAK	
RDBECOLITUC02148	btuE	btuCED	btuE;	btuEp2	[EXP-IEP:W]		WEAK	
RDBECOLITUC02149	speD	yacC-speED	speD;	speDp	[EXP-IEP:W]		WEAK	
RDBECOLITUC02150	speE	yacC-speED	speE;	speEp	[EXP-IEP:W]		WEAK	
RDBECOLITUC02151	aroM	aroL-yaiA-aroM	aroM;	aroMp	[EXP-IEP:W]		WEAK	
RDBECOLITUC02152	lpxT	yeiR-lpxT	lpxT;	lpxTp	[EXP-IEP:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02153	nagE	nagE	nagE;	nagEp	[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		STRONG	
RDBECOLITUC02154	nei	ybgIJKL-nei	nei;	neip	[EXP-IEP:W]		WEAK	
RDBECOLITUC02155	uhpB	ivbL-ilvBN-uhpABC	uhpB;	uhpBp	[EXP-IEP:W]		WEAK	
RDBECOLITUC02156	yabR	yabR	yabR;		[COMP-AINF-SINGLE-DIRECTON:W]		WEAK	
RDBECOLITUC02157	sokX	sokX	sokX;		[COMP-AINF-SINGLE-DIRECTON:W]		WEAK	
RDBECOLITUC02158	trxA	trxA	trxA;	trxAp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02159	infB	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	infB;	infBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02160	nusA-infB	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	infB;nusA;	nusAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02161	norVW	norVW	norW;norV;	norVp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W][EXP-IEP:W]		STRONG	
RDBECOLITUC02162	seqA-pgm	seqA-pgm	pgm;seqA;	seqAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02163	garD	garD	garD;	garDp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02164	gudPXD	gudPXD	gudD;gudX;gudP;	gudPp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02165	mngAB	mngAB	mngB;mngA;	mngAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02166	rpiB	rpiB	rpiB;	rpiBp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02167	cdaR	cdaR	cdaR;	cdaRp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02168	alsRBACE	alsRBACE	alsE;alsC;alsA;alsB;alsR;	alsRp2	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02169	alsRBACE	alsRBACE	alsE;alsC;alsA;alsB;alsR;	alsRp1	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02170	pdeL	pdeL	pdeL;	pdeLp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02171	appY	appY	appY;	appYp3	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP:W]		WEAK	
RDBECOLITUC02172	sdsR-pphA	sdsR-pphA	pphA;sdsR;	sdsRp	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02173	hicAB	hicAB	hicB;hicA;	hicAp2	[COMP-AINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC02174	gltF	gltBDF	gltF;		[AS-NAS:W]		WEAK	
RDBECOLITUC02175	oppBCDF	oppABCDF	oppF;oppD;oppC;oppB;	oppBp	[EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W][IC:W]		WEAK	
RDBECOLITUC02176	mqsA	mqsRA	mqsA;	mqsAp1				
RDBECOLITUC02177	mqsA	mqsRA	mqsA;	mqsAp2				
RDBECOLITUC02178	rpmE	rpmE	rpmE;	rpmEp1	[COMP-AINF-SINGLE-DIRECTON:W]		WEAK	
RDBECOLITUC02179	ibsC	ibsC	ibsC;	ibsCp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02180	ibsD	ibsD	ibsD;	ibsDp				
RDBECOLITUC02181	yrbN-deaD	yrbN-deaD	deaD;yrbN;	yrbNp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02182	pykF	pykF	pykF;	pykFp4	[IC:W]		WEAK	
RDBECOLITUC02183	micF	micF	micF;	micFp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02184	rrsA-ileT-alaT-rrlA-rrfA	rrsA-ileT-alaT-rrlA-rrfA	rrfA;rrlA;alaT;ileT;rrsA;	rrsAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02185	ycgZ-ymgA-ariR-ymgC	ycgZ-ymgA-ariR-ymgC	ymgC;ariR;ymgA;ycgZ;	ycgZp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02186	murR	murR	murR;	murRp2	[COMP-AINF:W]		WEAK	
RDBECOLITUC02187	mnmG-rsmG	asnC-mioC-mnmG	mnmG;rsmG;	mnmGp2	[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC02188	acnA	acnA	ymiC;acnA;	ymiCp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02189	glk	glk	glk;	glkp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02190	hyaABCDEF	hyaABCDEF	hyaA;hyaB;hyaC;hyaD;hyaE;hyaF;	hyaAp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC02191	ssrS	ssrS-ygfA	ssrS;	ssrSp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02192	ssrS-ygfA	ssrS-ygfA	fau;ssrS;	ssrSp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02193	mdoGH	mdoGH	opgH;opgG;	opgGp	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02194	pykA	pykA	pykA;	pykAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC02195	galETK	galETKM	galK;galT;galE;	galEp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02196	galET	galETKM	galT;galE;	galEp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02197	galE	galETKM	galE;	galEp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02198	galETKM	galETKM	galM;galK;galT;galE;	galEp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02199	groSL	groSL	groL;groS;	groSp2	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC02200	adhE	adhE	adhE;	adhEp	[EXP-TAS:W]		WEAK	
RDBECOLITUC02201	gltBDF	gltBDF	gltB;gltD;gltF;	gltBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	CONFIRMED	
RDBECOLITUC02202	araFGH	araFGH	araH;araG;araF;	araFp3	[EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC02203	cyaR	cyaR	cyaR;	cyaRp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		STRONG	
RDBECOLITUC02204	cyaR	cyaR	cyaR;	cyaRp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		STRONG	
RDBECOLITUC02205	pqiABC	pqiABC	pqiC;pqiB;pqiA;	pqiAp	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02206	dnaN-recF	dnaAN-recF	recF;dnaN;	dnaNp	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02207	metK	metK	metK;	metKp2	[COMP-AINF:W]		WEAK	
RDBECOLITUC02208	eno	pyrG-eno	eno;	enop5	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02209	sgrST-setA	sgrST-setA	sgrT;setA;sgrS;	sgrSp2	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IEP-COREGULATION:W][COMP-AINF:W]		WEAK	
RDBECOLITUC02210	aidB	aidB	aidB;	aidBp2				
RDBECOLITUC02211	sixA	sixA	sixA;	sixAp2	[COMP-AINF:W]		WEAK	
RDBECOLITUC02212	mlc-ynfK	mlc-ynfK	bidA;mlc;	mlcp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		WEAK	
RDBECOLITUC02213	arrS	arrS	arrS;	arrSp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]		STRONG	
RDBECOLITUC02214	cbpA-cbpM	cbpA-cbpM	cbpM;cbpA;	cbpAp	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC02215	dnaN-recF	dnaAN-recF	recF;dnaN;	dnaNp5	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02216	csiE	csiE	csiE;	csiEp2				
RDBECOLITUC02217	rrsG-gltW-rrlG-rrfG	rrsG-gltW-rrlG-rrfG	rrfG;rrlG;gltW;rrsG;	rrsGp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02218	xerD-dsbC-recJ	dsbC-recJ-prfB	recJ;dsbC;xerD;	xerDp2	[EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC02219	dps	dps	dps;	dpsp2				
RDBECOLITUC02220	csgDEFG	csgDEFG	csgG;csgF;csgE;csgD;	csgDp	[EXP-IDA-BOUNDARIES-DEFINED:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC02221	rhaSR	rhaSR	rhaS;rhaR;	rhaSp2	[EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC02222	tpiA	tpiA	tpiA;	tpiAp	[IC:W]		WEAK	
RDBECOLITUC02223	pstCAB-phoU	pstSCAB-phoU	phoU;pstB;pstA;pstC;	pstCp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02224	poxB	poxB-ltaE-ybjT	poxB;	poxBp2	[EXP-IEP:W]		WEAK	
RDBECOLITUC02225	gyrB	gyrB	gyrB;	gyrBp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02226	proVWX	proVWX	proX;proW;proV;	proVp	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02227	gor	gor	gor;	gorp2	[COMP-AINF-SINGLE-DIRECTON:W]		WEAK	
RDBECOLITUC02228	rrsC-gltU-rrlC-rrfC	rrsC-gltU-rrlC-rrfC	rrfC;rrlC;gltU;rrsC;	rrsCp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02229	glnS	glnS	glnS;	glnSp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02230	murQP	murQP-yfeW	murP;murQ;	murQp	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC02231	clpB	clpB	clpB;	clpBp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02232	mpl	mpl	mpl;	mplp				
RDBECOLITUC02233	pstSCA	pstSCAB-phoU	pstA;pstC;pstS;	pstSp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02234	pstS	pstSCAB-phoU	pstS;	pstSp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02235	pstSCAB-phoU	pstSCAB-phoU	phoU;pstB;pstA;pstC;pstS;	pstSp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		STRONG	
RDBECOLITUC02236	dinB-yafNOP	dinB-yafNOP	yafP;yafO;yafN;dinB;	dinBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	CONFIRMED	
RDBECOLITUC02237	rpoH	rpoH	rpoH;	rpoHp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02238	iraD	iraD	idlP;iraD;	idlPp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02239	gntR	gntRKU	gntR;	gntRp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02240	pykA	pykA	pykA;	pykAp3	[COMP-AINF:W]		WEAK	
RDBECOLITUC02241	csrA	csrA	csrA;	csrAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC02242	pdhR-aceEF-lpdA	pdhR-aceEF-lpdA	pdhR;aceE;aceF;lpd;	pdhRp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02243	topA	topA	topA;	topAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC02244	csgBAC	csgBAC	csgC;csgB;csgA;	csgBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02245	frdABCD	frdABCD	frdD;frdC;frdB;frdA;	frdAp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02246	xapAB	xapAB	xapB;xapA;	xapAp2	[EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02247	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	rrfF;thrV;rrfD;rrlD;alaU;ileU;rrsD;	rrsDp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02248	yceJI	yceJI	yceJ;yceI;	yceJp2	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		WEAK	
RDBECOLITUC02249	ompF	ompF	ompF;	ompFp2				
RDBECOLITUC02250	gntR	gntRKU	gntR;	gntRp3	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02251	osmB	osmB	osmB;	osmBp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02252	gadBC	gadBC	gadC;gadB;	gadBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		STRONG	
RDBECOLITUC02253	ptsHI-crr	ptsHI-crr	ptsH;ptsI;crr;	ptsHp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02254	gpmA	gpmA	gpmA;	gpmAp3				
RDBECOLITUC02255	osmY	osmY	osmY;	osmYp2				
RDBECOLITUC02256	ilvY	ilvY	ilvY;	ilvYp2				
RDBECOLITUC02257	pfkA	pfkA	pfkA;	pfkAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC02258	pstB-phoU	pstSCAB-phoU	phoU;pstB;	pstBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02259	gabDTP	csiD-ygaF-gabDTP	gabP;gabT;gabD;	gabDp	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02260	pfkA	pfkA	pfkA;	pfkAp3	[COMP-AINF:W]		WEAK	
RDBECOLITUC02261	gntR	gntRKU	gntR;	gntRp4	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02262	hepA	rapA-rluA	rapA;	rapAp2	[EXP-IEP:W]		WEAK	
RDBECOLITUC02263	acs-yjcHG	acs-yjcHG	actP;yjcH;acs;	acsp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02264	hdeAB-yhiD	hdeAB-yhiD	yhiD;hdeB;hdeA;	hdeAp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		STRONG	
RDBECOLITUC02265	alkA	alkA	alkA;	alkAp2	[COMP-AINF-SINGLE-DIRECTON:W]		WEAK	
RDBECOLITUC02266	pykF	pykF	pykF;	pykFp5	[IC:W]		WEAK	
RDBECOLITUC02267	pcnB-folK	pcnB-folK	folK;pcnB;	pcnBp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02268	ynfEFGH-dmsD	ynfEFGH-dmsD	dmsD;ynfH;ynfG;ynfF;ynfE;	ynfEp2	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC02269	eptB	eptB	eptB;	eptBp2	[COMP-AINF:W]		WEAK	
RDBECOLITUC02270	ada-alkB	ada-alkB	alkB;ada;	adap2	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02271	mlrA	mlrA	mlrA;	mlrAp2	[COMP-AINF:W]		WEAK	
RDBECOLITUC02272	glk	glk	glk;	glkp3	[EXP-IDA-BOUNDARIES-DEFINED:W][IC:W]		WEAK	
RDBECOLITUC02273	cfa	cfa	cfa;	cfap	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02274	gpmA	gpmA	gpmA;	gpmAp4				
RDBECOLITUC02275	sohB	sohB	sohB;	sohBp				
RDBECOLITUC02276	aceEF	pdhR-aceEF-lpdA	aceF;aceE;	aceEp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02277	can	can	can;	canp2	[EXP-IEP:W][COMP-AINF-SINGLE-DIRECTON:W]		WEAK	
RDBECOLITUC02278	mglBAC	mglBAC	mglC;mglA;mglB;	mglBp2	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02279	csgDEFG	csgDEFG	csgG;csgF;csgE;csgD;	csgDp3	[EXP-IDA-BOUNDARIES-DEFINED:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC02280	patA	patA	patA;	patAp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02281	pqiABC	pqiABC	pqiC;pqiB;pqiA;	pqiAp3	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02282	recAX	recAX	recX;recA;	recAp	[EXP-IEP-COREGULATION:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02283	pgi	pgi	pgi;	pgip2	[COMP-AINF:W]		WEAK	
RDBECOLITUC02284	lapAB	yciSM-pyrF-yciH	lapB;lapA;	lapAp	[EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		WEAK	
RDBECOLITUC02285	yciSM-pyrF-yciH	yciSM-pyrF-yciH	yciH;pyrF;lapB;lapA;	lapAp	[EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC02286	gapA	gapA-yeaD	gapA;	gapAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC02287	mnt-btuF-yadS	mnt-btuF-yadS	mtn;btuF;yadS;	mtnp2	[COMP-AINF:W]		WEAK	
RDBECOLITUC02288	appCBA-yccB	appCBA-yccB	appX;appC;appB;appA;	appCp2	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02289	oxyR	oxyR	oxyR;	oxyRp2				
RDBECOLITUC02290	dnaN-recF	dnaAN-recF	recF;dnaN;	dnaNp6	[EXP-IMP-POLAR-MUTATION:S]		STRONG	
RDBECOLITUC02291	gadAX	gadAX	gadX;gadA;	gadAp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC02292	rrsH-ileV-alaV-rrlH-rrfH	rrsH-ileV-alaV-rrlH-rrfH	rrfH;rrlH;alaV;ileV;rrsH;	rrsHp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02293	eno	pyrG-eno	eno;	enop8	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC02294	ftsQAZ	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsQ;ftsA;ftsZ;	ftsQp	[EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC02295	ybeD-lipB	ybeD-lipB	lipB;ybeD;	ybeDp2	[EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC02296	epd-pgk-fbaA	epd-pgk-fbaA	fbaA;pgk;epd;	epdp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
